idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41
592,4883.0,152.59375,28.978289,1943.0,0.46382114,0.0063498565,0.038455628,7.0,2.0,0.50890845,751.0,0.0,669.0,0.0,687.0,0.0,600.0,0.0,574.0,0.0,552.0,0.0,496.0,0.0,554.0,0.0,0.38655502,0.20552444,0.23695236,0.15849943,0.16140993,0.192639,0.3508266,0.1869423,0.2460285,0.09052118,0.10502728,0.18456249,0.08709865,0.1214952,0.11140422,0.05386248
593,6268.0,195.875,31.068222,2072.0,0.49072093,0.004946545,0.031195827,8.0,2.0,0.55998725,888.0,0.0,825.0,0.0,750.0,0.0,742.0,0.0,664.0,0.0,804.0,0.0,772.0,0.0,823.0,0.0,0.16530503,-0.26159146,0.10165773,0.43336505,0.07891289,-0.2573442,0.049219444,0.19016998,0.2151784,0.034540758,0.10823934,0.0754083,0.02830838,0.11918163,0.15595606,0.26318714
594,9256.0,289.25,56.857277,2837.0,0.47926018,0.0033495408,0.02243273,8.0,1.75,0.51123595,1331.0,0.0,1225.0,0.0,1101.0,0.0,1079.0,0.0,1214.0,0.0,1170.0,0.0,1053.0,0.0,1083.0,0.0,0.09567548,-0.49919403,0.022697998,0.5267985,0.13884935,-0.37486103,-0.1587579,0.32903004,0.073375784,0.18374233,0.029541213,0.041733343,0.02688017,0.12201227,0.046565782,0.4761491
595,6173.0,192.90625,18.552896,1760.0,0.48009804,0.005022683,0.031599082,4.0,3.75,0.50056696,876.0,0.0,825.0,0.0,800.0,0.0,753.0,0.0,765.0,0.0,715.0,0.0,710.0,0.0,729.0,0.0,0.26189026,0.36433193,0.22534949,0.2566534,0.26387587,0.20680656,0.28508168,0.120999314,0.2832331,0.11195044,0.079650015,0.10046251,0.1019388,0.10424838,0.09094513,0.12757161
596,9987.0,312.09375,40.64508,2872.0,0.48383543,0.003104346,0.021026973,8.0,1.625,0.4566937,1460.0,0.0,1263.0,0.0,1258.0,0.0,1221.0,0.0,1267.0,0.0,1167.0,0.0,1222.0,0.0,1129.0,0.0,0.15543549,-0.24586788,-0.10945322,0.40105006,0.052329674,-0.2377801,-0.043595336,0.36367044,0.090633,0.098837465,0.09927933,0.12435958,0.12963158,0.091464676,0.11846568,0.24732868
597,10787.0,337.09375,42.82549,2980.0,0.49791417,0.0028740962,0.019689221,10.0,1.5,0.523037,1415.0,0.0,1323.0,0.0,1342.0,0.0,1332.0,0.0,1353.0,0.0,1326.0,0.0,1364.0,0.0,1332.0,0.0,-0.33959326,-0.41545555,0.28958243,0.40860426,-0.46830577,-0.21890636,0.53618485,-0.15286437,0.100653164,0.15112124,0.13858211,0.13100845,0.062367357,0.031633876,0.23140548,0.15322833
598,5217.0,163.03125,34.646862,2054.0,0.4595893,0.0059432513,0.036387686,6.0,1.8333334,0.42131492,877.0,0.0,684.0,0.0,679.0,0.0,615.0,0.0,638.0,0.0,614.0,0.0,555.0,0.0,555.0,0.0,0.32151088,0.1468384,0.2558356,0.2386685,0.18194446,-0.023434624,0.033725414,0.15239464,0.16785154,0.1656614,0.13651499,0.088481165,0.0796802,0.13502875,0.035877693,0.19090427
599,10266.0,320.8125,47.46541,2963.0,0.488666,0.0030199708,0.02053881,9.0,1.7777778,0.55961424,1435.0,0.0,1294.0,0.0,1213.0,0.0,1368.0,0.0,1265.0,0.0,1210.0,0.0,1237.0,0.0,1244.0,0.0,-0.1164408,-0.34876016,0.28359273,0.29094887,-0.3786164,-0.13065195,0.40070295,-0.2008781,0.119545035,0.20506312,0.11009481,0.050245516,0.17625332,0.13115114,0.11649967,0.09114739
600,7986.0,249.5625,30.228233,2096.0,0.4725447,0.0038822794,0.025426557,5.0,2.2,0.38792887,1251.0,0.0,1055.0,0.0,976.0,0.0,1000.0,0.0,970.0,0.0,924.0,0.0,909.0,0.0,901.0,0.0,0.5689746,0.4282249,0.36749434,0.26746383,0.20562607,0.19396591,0.1344409,0.0036112927,0.23281726,0.1771159,0.13112666,0.111559674,0.08307207,0.1318987,0.04898709,0.08342266
601,10428.0,325.875,45.680786,2539.0,0.47199845,0.0029730508,0.020266332,5.0,3.2,0.5535098,1556.0,0.0,1330.0,0.0,1417.0,0.0,1208.0,0.0,1426.0,0.0,1144.0,0.0,1289.0,0.0,1058.0,0.0,0.47801566,0.22518691,0.06543498,-0.063216485,-0.026090454,0.07874379,0.22394651,0.35958174,0.17328246,0.11472141,0.013563437,0.29874676,0.03736617,0.125145,0.07460358,0.16257119
602,4703.0,146.96875,36.33136,1788.0,0.46212095,0.006592939,0.03967929,8.0,1.625,0.47778013,855.0,0.0,624.0,0.0,561.0,0.0,522.0,0.0,523.0,0.0,535.0,0.0,529.0,0.0,554.0,0.0,0.31088296,0.18358341,0.26974124,0.16592935,0.046200562,0.13568988,0.058166657,-0.035360754,0.22933231,0.16631511,0.11937089,0.09668918,0.1257625,0.08694148,0.09055277,0.08503576
603,10921.0,341.28125,46.06465,2897.0,0.49972087,0.002838828,0.019482715,6.0,3.0,0.6196319,1299.0,0.0,1318.0,0.0,1429.0,0.0,1503.0,0.0,1334.0,0.0,1337.0,0.0,1412.0,0.0,1289.0,0.0,0.3363576,-0.26635313,-0.34674487,-0.1811307,-0.020391682,0.03898782,0.025930703,-0.009719478,0.069015935,0.15157244,0.059067387,0.0919247,0.22781633,0.11632687,0.22621308,0.058063265
604,10890.0,340.3125,83.15138,2965.0,0.46920526,0.0028469097,0.019530075,3.0,7.0,0.75252527,1648.0,0.0,1505.0,0.0,1586.0,0.0,1427.0,0.0,1349.0,0.0,813.0,0.0,913.0,0.0,1649.0,0.0,0.7400031,0.5072102,0.34944206,0.25308502,0.15502429,0.038364932,-0.093843676,-0.16203617,0.32453045,0.22348621,0.11938323,0.018512385,0.09947145,0.06096924,0.08715772,0.06648931
605,7397.0,231.15625,77.416534,2400.0,0.45698562,0.004191455,0.027129646,4.0,3.5,0.5734757,1366.0,0.0,854.0,0.0,910.0,0.0,731.0,0.0,1115.0,0.0,866.0,0.0,1016.0,0.0,539.0,0.0,0.66155165,0.1687995,-0.21730223,-0.40190566,-0.31664896,-0.025180005,0.18969388,0.21803635,0.021789508,0.1396749,0.16654275,0.32495332,0.08767136,0.11240813,0.07856693,0.0683931
606,5256.0,164.25,29.871601,1776.0,0.47677,0.005899144,0.036161706,8.0,2.125,0.597793,719.0,0.0,766.0,0.0,597.0,0.0,693.0,0.0,650.0,0.0,645.0,0.0,710.0,0.0,476.0,0.0,0.4647751,-0.0074201515,-0.15970398,-0.15116972,-0.02790546,-0.05538191,-0.1398206,0.045396443,0.057577033,0.13918383,0.19807546,0.07527148,0.15455398,0.1655612,0.17285901,0.036918
607,7976.0,249.25,55.070408,2532.0,0.46616057,0.0038871474,0.02545356,6.0,2.1666667,0.48921764,1162.0,0.0,1146.0,0.0,1024.0,0.0,1106.0,0.0,892.0,0.0,965.0,0.0,859.0,0.0,822.0,0.0,0.4914778,0.072006896,-0.13212727,-0.22658117,-0.13847078,0.20891337,0.42149052,0.42087165,0.19555223,0.05417292,0.061687127,0.3225393,0.159913,0.091921866,0.023857966,0.090355605
608,8382.0,261.9375,54.400677,2586.0,0.46922746,0.0036988426,0.024404533,6.0,3.0,0.646743,1257.0,0.0,979.0,0.0,1250.0,0.0,1083.0,0.0,1041.0,0.0,909.0,0.0,1038.0,0.0,825.0,0.0,0.541917,0.10017745,-0.16285856,-0.32578304,-0.2740596,0.0330647,0.31359565,0.5204401,0.1831176,0.01329851,0.09504135,0.3960557,0.07241411,0.040363494,0.081274,0.11843524
609,4186.0,130.8125,33.05813,1875.0,0.45700723,0.0074074073,0.043715272,8.0,1.75,0.53081703,668.0,0.0,665.0,0.0,477.0,0.0,550.0,0.0,460.0,0.0,451.0,0.0,431.0,0.0,484.0,0.0,0.2621046,0.3407226,0.20230104,0.19382513,0.2256095,0.06188297,-0.024622163,0.066972695,0.24436551,0.1752374,0.10803909,0.10352332,0.0712476,0.06149916,0.12816934,0.10791857
610,9282.0,290.0625,48.181908,2661.0,0.47908545,0.0033401572,0.022379272,6.0,3.0,0.6351002,1251.0,0.0,1348.0,0.0,1082.0,0.0,1316.0,0.0,1029.0,0.0,1181.0,0.0,998.0,0.0,1077.0,0.0,0.41036806,-0.14623022,-0.40620205,-0.2512744,0.043652553,0.35116735,0.40744835,0.3045311,0.122677274,0.037138518,0.042683464,0.19540171,0.19197896,0.14549452,0.16376115,0.10086439
611,7900.0,246.875,21.035313,1991.0,0.50341773,0.003924547,0.025660807,7.0,2.2857144,0.5356962,1034.0,0.0,947.0,0.0,911.0,0.0,960.0,0.0,1051.0,0.0,982.0,0.0,974.0,0.0,1041.0,0.0,0.22362085,-0.03059121,0.073736936,0.07500706,-0.08120542,-0.1494999,-0.23854016,-0.22360429,0.15841657,0.22629987,0.14158961,0.097376585,0.027361099,0.07805496,0.18616931,0.08473199
612,6851.0,214.09375,25.08032,1973.0,0.47783935,0.0045255474,0.028944273,7.0,1.8571428,0.44694206,973.0,0.0,918.0,0.0,856.0,0.0,863.0,0.0,884.0,0.0,819.0,0.0,817.0,0.0,721.0,0.0,0.17413819,0.21456817,0.309693,0.15867856,0.10586024,0.16897547,0.040123068,0.027578367,0.17206311,0.20346574,0.11152611,0.10257873,0.13366145,0.113480374,0.10873997,0.054484524
613,3615.0,112.96875,26.180246,1651.0,0.46730915,0.008577753,0.04935881,10.0,1.4,0.52669436,586.0,0.0,478.0,0.0,446.0,0.0,441.0,0.0,421.0,0.0,437.0,0.0,404.0,0.0,402.0,0.0,-0.2404443,0.44306862,-0.11133367,0.36020386,-0.10506038,0.28887138,-0.28221673,0.30114588,0.21491534,0.17415832,0.15453531,0.09524517,0.045393027,0.035457544,0.15511855,0.12517676
614,4850.0,151.5625,45.917004,1823.0,0.4394014,0.006393071,0.03867384,5.0,2.4,0.49278352,991.0,0.0,760.0,0.0,483.0,0.0,532.0,0.0,528.0,0.0,512.0,0.0,534.0,0.0,510.0,0.0,0.7631984,0.59224564,0.49220073,0.2649916,0.11482566,0.02725707,-0.07470355,-0.07638404,0.28212583,0.22836779,0.18656771,0.06587478,0.026764326,0.062500425,0.063639924,0.08415922
615,8440.0,263.75,36.7568,2819.0,0.4817268,0.003673421,0.024262186,6.0,2.0,0.42831755,1193.0,0.0,1024.0,0.0,1214.0,0.0,1056.0,0.0,1019.0,0.0,925.0,0.0,977.0,0.0,1032.0,0.0,0.114110135,0.00569864,0.32731906,-0.041136604,-0.058340948,0.22733554,-0.11629013,0.10170236,0.2809588,0.12463757,0.15776208,0.14157619,0.05367877,0.10335683,0.048331857,0.08969791
616,13393.0,418.53125,75.43498,3038.0,0.48251495,0.0023148148,0.016359415,8.0,1.875,0.5390876,1941.0,0.0,1745.0,0.0,1659.0,0.0,1601.0,0.0,1614.0,0.0,1648.0,0.0,1699.0,0.0,1486.0,0.0,0.11759534,-0.45314452,-0.24928069,0.5386885,0.4152734,-0.28256482,-0.33383232,0.09622466,0.13588215,0.0880197,0.086904965,0.09379257,0.028357437,0.06488091,0.37414777,0.12801449
617,3695.0,115.46875,8.584085,1517.0,0.50272816,0.008391987,0.048474383,8.0,2.0,0.5255751,482.0,0.0,455.0,0.0,424.0,0.0,459.0,0.0,463.0,0.0,457.0,0.0,478.0,0.0,477.0,0.0,0.2054333,0.03344957,-0.04337809,-0.016806375,0.16705114,0.023137135,0.011792211,-0.26565835,0.20304559,0.13390727,0.10170787,0.07075866,0.17465477,0.10245294,0.11378541,0.0996875
618,11243.0,351.34375,53.306667,2856.0,0.4852826,0.0027575165,0.019004926,6.0,2.8333333,0.5945032,1504.0,0.0,1497.0,0.0,1372.0,0.0,1382.0,0.0,1546.0,0.0,1408.0,0.0,1232.0,0.0,1302.0,0.0,0.31321412,-0.3560379,-0.5647368,-0.092409864,0.59208524,0.542341,-0.057603452,-0.51077694,0.1027353,0.088026695,0.053070445,0.034105778,0.08353951,0.46606886,0.12518041,0.047273
619,13236.0,413.625,57.468876,3092.0,0.47976437,0.0023422742,0.016525824,7.0,2.4285715,0.58658206,1907.0,0.0,1770.0,0.0,1699.0,0.0,1628.0,0.0,1578.0,0.0,1551.0,0.0,1574.0,0.0,1529.0,0.0,0.09031262,-0.09179979,-0.19015189,0.45603642,0.3789349,-0.16070174,-0.094850846,-0.058930743,0.16191952,0.107724495,0.06774023,0.08508191,0.10939907,0.0725066,0.36046258,0.035165574
620,6388.0,199.625,41.93503,2134.0,0.4590058,0.004853609,0.030701999,7.0,2.4285715,0.60958046,1100.0,0.0,832.0,0.0,778.0,0.0,807.0,0.0,808.0,0.0,686.0,0.0,700.0,0.0,677.0,0.0,0.22218245,0.3350106,0.4625748,-0.0021579873,0.29224098,0.053107258,-0.059470434,0.14167415,0.21747361,0.21174628,0.14512323,0.072242096,0.08686394,0.09888799,0.055535145,0.11212772
621,12406.0,387.6875,64.517654,3046.0,0.4948672,0.0024989923,0.0174695,6.0,2.0,0.44446236,1650.0,0.0,1487.0,0.0,1573.0,0.0,1609.0,0.0,1540.0,0.0,1609.0,0.0,1380.0,0.0,1558.0,0.0,-0.11594498,-0.29950354,-0.35408208,-0.054444205,0.72485024,0.010162576,-0.29142025,-0.248049,0.08361761,0.035090495,0.018964704,0.051588714,0.10010826,0.39466158,0.18953237,0.12643626
622,8516.0,266.125,28.869047,2114.0,0.48026484,0.0036406342,0.024078336,4.0,2.75,0.37928605,1284.0,0.0,1116.0,0.0,1050.0,0.0,987.0,0.0,1054.0,0.0,1012.0,0.0,1004.0,0.0,1009.0,0.0,0.4350282,0.24230745,0.32238898,0.2178917,0.15886769,0.088482395,0.026566513,-0.03708356,0.21192044,0.19654784,0.090841666,0.12556326,0.0666835,0.12891045,0.10376348,0.07576935
623,8524.0,266.375,20.54378,2368.0,0.48389745,0.003637217,0.024059156,5.0,3.2,0.52921164,1178.0,0.0,1124.0,0.0,1082.0,0.0,1057.0,0.0,1024.0,0.0,1064.0,0.0,1030.0,0.0,965.0,0.0,0.32649547,0.28722325,0.2447209,0.19277795,0.22018228,0.103802614,0.17239389,0.0060530896,0.18812622,0.15393505,0.124430686,0.10244391,0.121259496,0.080503404,0.14540777,0.08389347
624,5319.0,166.21875,33.409145,2006.0,0.47214186,0.0058292593,0.03580299,9.0,1.5555556,0.51945853,706.0,0.0,815.0,0.0,775.0,0.0,563.0,0.0,658.0,0.0,597.0,0.0,614.0,0.0,591.0,0.0,-0.022800058,0.3025646,0.16010846,0.03380688,0.26822078,-0.029974118,0.005559501,0.06031778,0.26440105,0.14263047,0.14715502,0.044783924,0.057643816,0.092322834,0.15479152,0.09627134
625,6741.0,210.65625,30.971367,2353.0,0.48130125,0.0045994064,0.029342027,5.0,3.4,0.58834,938.0,0.0,842.0,0.0,769.0,0.0,937.0,0.0,925.0,0.0,882.0,0.0,737.0,0.0,711.0,0.0,0.24769148,0.35879412,0.049522836,0.18182482,0.060535785,-0.021885216,-0.16195974,-0.07964926,0.14300862,0.252154,0.07929368,0.068850845,0.15341233,0.052214246,0.1424709,0.1085954
626,10532.0,329.125,124.012535,2511.0,0.45849514,0.0029436902,0.020095447,4.0,4.5,0.72151536,1930.0,0.0,1524.0,0.0,1257.0,0.0,619.0,0.0,1357.0,0.0,1722.0,0.0,1325.0,0.0,798.0,0.0,0.7673442,0.44734913,0.23299022,0.07204261,-0.1203115,-0.29051375,-0.34389332,-0.3300185,0.118188016,0.3014869,0.09532089,0.16078499,0.08095622,0.07284804,0.10987257,0.060542364
627,12955.0,404.84375,41.91592,3005.0,0.48517326,0.0023930832,0.016832888,8.0,2.0,0.5427248,1686.0,0.0,1744.0,0.0,1689.0,0.0,1668.0,0.0,1598.0,0.0,1607.0,0.0,1429.0,0.0,1534.0,0.0,0.20484963,-0.15336162,0.18710777,0.5004826,0.055122275,-0.24059087,0.22804014,0.4573213,0.22343123,0.10191804,0.0557614,0.123821154,0.08122951,0.06949301,0.024793467,0.3195522
628,8134.0,254.1875,35.404305,1927.0,0.46960983,0.0038116316,0.025033996,3.0,4.3333335,0.4589378,1272.0,0.0,1031.0,0.0,1017.0,0.0,1119.0,0.0,996.0,0.0,894.0,0.0,892.0,0.0,913.0,0.0,0.6559341,0.47151783,0.31642184,0.2144162,0.15067327,0.050121423,0.028355874,0.03168327,0.21060458,0.20877136,0.108176485,0.076620996,0.13440792,0.066841796,0.09603416,0.0985427
629,16328.0,510.25,68.26648,3512.0,0.50584394,0.0018986954,0.013795234,10.0,1.5,0.52694756,2010.0,0.0,2036.0,0.0,1975.0,0.0,1973.0,0.0,1990.0,0.0,2084.0,0.0,2159.0,0.0,2101.0,0.0,-0.20035246,-0.600663,0.65108,0.18331993,-0.6153897,0.32313165,0.37769103,-0.5559445,0.20038924,0.12785347,0.061114576,0.12949626,0.092975505,0.14371534,0.1647765,0.07967914
630,16201.0,506.28125,70.25767,3447.0,0.47911617,0.0019135802,0.013888424,8.0,2.25,0.61594963,2203.0,0.0,2305.0,0.0,2211.0,0.0,1923.0,0.0,1975.0,0.0,1695.0,0.0,1995.0,0.0,1894.0,0.0,0.08222428,0.033963658,0.6906403,-0.017220354,0.012696802,0.56851774,-0.08271122,-0.04814306,0.36138058,0.091624446,0.027406357,0.14936343,0.088012844,0.12596525,0.0878279,0.06841919
631,9370.0,292.8125,28.988615,2425.0,0.48196715,0.0033087842,0.022200348,5.0,2.8,0.47524014,1393.0,0.0,1222.0,0.0,1166.0,0.0,1122.0,0.0,1113.0,0.0,1091.0,0.0,1099.0,0.0,1164.0,0.0,0.3784449,0.35745135,0.32572228,0.33363724,0.22577405,0.084216826,0.14731313,0.0882072,0.3067448,0.14148667,0.0676276,0.06533289,0.05764096,0.09003008,0.10705802,0.16407897
632,13321.0,416.28125,50.14992,3069.0,0.5120002,0.0023273274,0.016435284,8.0,1.625,0.45236844,1584.0,0.0,1563.0,0.0,1612.0,0.0,1606.0,0.0,1764.0,0.0,1773.0,0.0,1609.0,0.0,1810.0,0.0,-0.081252836,-0.061024148,0.004706657,0.30896577,-0.18708408,-0.27434385,0.09236141,0.19752027,0.12557533,0.120974705,0.18065925,0.056612633,0.06706657,0.057460424,0.13720757,0.25444353
633,10847.0,338.96875,41.729397,2588.0,0.49985278,0.0028581966,0.019596178,4.0,3.25,0.4442703,1559.0,0.0,1232.0,0.0,1204.0,0.0,1291.0,0.0,1335.0,0.0,1507.0,0.0,1371.0,0.0,1348.0,0.0,0.3097448,0.22553703,0.12333891,0.021532793,0.011669809,-0.06362625,-0.13268442,-0.18629171,0.23615542,0.13280846,0.17710517,0.025433036,0.08620201,0.14129542,0.08675558,0.1142449
634,10893.0,340.40625,46.532825,2488.0,0.48138934,0.0028461255,0.019525481,6.0,2.0,0.41889286,1571.0,0.0,1542.0,0.0,1320.0,0.0,1244.0,0.0,1285.0,0.0,1328.0,0.0,1302.0,0.0,1301.0,0.0,0.27609637,-0.017675133,0.015914679,0.12710123,0.40435043,0.26849324,0.024528816,-0.121915296,0.2226071,0.10785537,0.012320021,0.09105915,0.090266086,0.26733586,0.10571244,0.10284398
635,9397.0,293.65625,28.926208,2430.0,0.49738592,0.0032992763,0.022146065,5.0,2.8,0.4730233,1312.0,0.0,1059.0,0.0,1111.0,0.0,1154.0,0.0,1236.0,0.0,1242.0,0.0,1141.0,0.0,1142.0,0.0,0.27988008,0.15126444,0.09790496,-0.11000158,-0.17224404,-0.09488682,-0.17410627,-0.24722633,0.1322614,0.16177203,0.2302726,0.09352326,0.09571648,0.11930876,0.08129338,0.085852094
636,6758.0,211.1875,37.44616,2352.0,0.46929803,0.0045878347,0.029279789,7.0,1.5714285,0.39760283,1057.0,0.0,898.0,0.0,867.0,0.0,801.0,0.0,803.0,0.0,819.0,0.0,812.0,0.0,701.0,0.0,0.22196808,0.13346614,0.112328306,-0.038870215,0.14578107,0.20023933,0.015696516,0.088071465,0.14538449,0.09695313,0.121516846,0.14512345,0.18420146,0.10587405,0.111937374,0.08900918
637,8283.0,258.84375,82.61587,2662.0,0.43426296,0.0037430571,0.024651695,4.0,3.75,0.5860196,1482.0,0.0,1241.0,0.0,1040.0,0.0,1024.0,0.0,1061.0,0.0,937.0,0.0,807.0,0.0,691.0,0.0,0.50151885,0.19859126,0.029570332,0.11862588,0.24111016,0.20886128,0.22211663,0.15584749,0.1642288,0.15927777,0.07581385,0.06089207,0.2138487,0.11550077,0.08067425,0.12976378
638,10460.0,326.875,53.284466,2581.0,0.4820206,0.0029639546,0.020213421,7.0,2.5714285,0.6227533,1497.0,0.0,1332.0,0.0,1461.0,0.0,1197.0,0.0,1238.0,0.0,1274.0,0.0,1243.0,0.0,1218.0,0.0,0.047026426,-0.1914417,-0.098247185,0.04656914,0.42322475,0.15424664,-0.116577804,-0.27195793,0.16842529,0.113167584,0.11889898,0.112605475,0.021955965,0.33292362,0.1006005,0.031422563
639,4118.0,128.6875,13.269885,1585.0,0.485845,0.0075297547,0.044313498,7.0,1.5714285,0.38149586,558.0,0.0,525.0,0.0,543.0,0.0,500.0,0.0,505.0,0.0,546.0,0.0,471.0,0.0,470.0,0.0,0.16649036,0.1334643,0.20950234,-0.061272986,-0.032086033,-0.2079502,-0.0040699383,-0.11578008,0.11879684,0.15699765,0.21225433,0.118682556,0.051154472,0.11882821,0.12501171,0.09827423
640,14019.0,438.09375,68.45179,2986.0,0.49330056,0.0022114425,0.01573,7.0,2.4285715,0.59640485,1731.0,0.0,1778.0,0.0,1986.0,0.0,1686.0,0.0,1661.0,0.0,1760.0,0.0,1775.0,0.0,1642.0,0.0,0.1432465,-0.44205528,-0.54460186,-0.012628975,0.60839957,0.3169793,-0.25855094,-0.5165977,0.081664406,0.009564065,0.1068323,0.034995545,0.10106002,0.5169439,0.083645634,0.06529418
641,13696.0,428.0,79.92731,2974.0,0.47615975,0.0022635998,0.016048167,8.0,2.25,0.6341267,1989.0,0.0,1910.0,0.0,1755.0,0.0,1594.0,0.0,1635.0,0.0,1604.0,0.0,1648.0,0.0,1561.0,0.0,0.09968302,-0.09141116,-0.12804997,0.10773964,0.57710785,0.01714051,-0.17555325,-0.25720057,0.14728409,0.14206417,0.10266003,0.04766769,0.055467326,0.26016894,0.12978159,0.11490614
642,7201.0,225.03125,50.59674,2281.0,0.47414562,0.0043055555,0.02775229,14.0,1.2142857,0.6193584,1223.0,0.0,849.0,0.0,852.0,0.0,867.0,0.0,876.0,0.0,903.0,0.0,808.0,0.0,823.0,0.0,-0.22453544,0.46359038,-0.0338257,-0.03671035,0.15525705,-0.3049846,0.37998274,-0.32838747,0.15466039,0.19208576,0.18782683,0.18201198,0.08034741,0.049546894,0.043009117,0.11051162
643,11197.0,349.90625,57.399563,2822.0,0.5010732,0.002768846,0.019071642,7.0,2.857143,0.6882201,1453.0,0.0,1495.0,0.0,1283.0,0.0,1297.0,0.0,1436.0,0.0,1303.0,0.0,1431.0,0.0,1499.0,0.0,0.029738344,-0.08134298,-0.5236099,-0.11623336,0.14604571,0.5754876,0.06374418,-0.16759266,0.14259803,0.037310515,0.07091148,0.12999587,0.29188302,0.19987498,0.09825174,0.029174374
644,7833.0,244.78125,29.233686,1976.0,0.47564274,0.0039581205,0.025846545,4.0,3.0,0.4159326,1174.0,0.0,1038.0,0.0,994.0,0.0,975.0,0.0,893.0,0.0,982.0,0.0,885.0,0.0,892.0,0.0,0.40631214,0.3546237,0.22413227,0.3025907,0.08507225,0.12382638,0.05261145,0.0045705214,0.22558331,0.17413211,0.20148107,0.03781636,0.05631405,0.12908462,0.12522997,0.050358504
645,7429.0,232.15625,29.931286,2190.0,0.48883843,0.004173398,0.027030827,7.0,1.8571428,0.4578005,1089.0,0.0,944.0,0.0,877.0,0.0,861.0,0.0,938.0,0.0,881.0,0.0,928.0,0.0,911.0,0.0,0.2696499,-0.19896877,-0.24669996,0.05262347,0.241172,0.18366082,-0.09316771,-0.29342514,0.13575679,0.06526817,0.09982184,0.12064538,0.08747183,0.26469317,0.14438057,0.08196224
646,6905.0,215.78125,53.92456,2294.0,0.46091893,0.0044901506,0.028753221,10.0,1.4,0.53482985,1231.0,0.0,872.0,0.0,798.0,0.0,885.0,0.0,817.0,0.0,881.0,0.0,704.0,0.0,717.0,0.0,-0.106640756,0.5186272,-0.0049688877,0.16855352,0.082960926,-0.042155497,0.11951695,-0.21789865,0.18879099,0.24557048,0.18200985,0.039612092,0.122629285,0.05685291,0.15427674,0.010257642
647,6042.0,188.8125,37.089787,2212.0,0.4967112,0.005131601,0.032173943,9.0,1.6666666,0.53955644,919.0,0.0,699.0,0.0,508.0,0.0,831.0,0.0,850.0,0.0,733.0,0.0,761.0,0.0,741.0,0.0,0.32395062,0.24040991,0.15233868,-0.042343903,-0.17242362,-0.2632407,-0.280719,-0.40088722,0.12311754,0.28446838,0.18035083,0.053088326,0.12649766,0.06758434,0.07762644,0.087266505
648,6754.0,211.0625,136.22751,2536.0,0.37034684,0.0045905523,0.029294409,3.0,4.3333335,0.67559963,1205.0,0.0,1050.0,0.0,1081.0,0.0,1735.0,0.0,617.0,0.0,483.0,0.0,394.0,0.0,189.0,0.0,0.7943242,0.55128706,0.3695489,0.23131864,0.17139314,0.11776483,0.062069517,0.020752948,0.3007207,0.10771578,0.2043031,0.045231253,0.11077245,0.10192229,0.07949707,0.049837366
649,8328.0,260.25,51.710735,2605.0,0.4783978,0.0037228293,0.024538686,5.0,2.8,0.51849186,1199.0,0.0,1250.0,0.0,862.0,0.0,1081.0,0.0,997.0,0.0,947.0,0.0,1018.0,0.0,974.0,0.0,0.53591514,-0.06557212,-0.40766042,-0.29643092,-0.009507789,0.2242909,0.34689736,0.20396352,0.12214708,0.105169274,0.062352285,0.19232215,0.19543892,0.15148325,0.063808426,0.1072786
650,5486.0,171.4375,22.058073,1928.0,0.4765738,0.0056517776,0.034888163,5.0,2.0,0.35982502,802.0,0.0,798.0,0.0,675.0,0.0,618.0,0.0,663.0,0.0,631.0,0.0,667.0,0.0,632.0,0.0,0.33630624,0.40492406,0.34436616,0.1857423,0.22624895,0.10798748,0.16059683,-0.00959184,0.29204366,0.18445732,0.08229832,0.10341111,0.115363844,0.08063582,0.02717436,0.11461558
651,10487.0,327.71875,41.04969,2904.0,0.48386788,0.0029563226,0.020169009,7.0,2.2857144,0.55077714,1429.0,0.0,1403.0,0.0,1229.0,0.0,1453.0,0.0,1315.0,0.0,1204.0,0.0,1272.0,0.0,1182.0,0.0,0.20808144,-0.06160411,0.22002505,-0.13141444,-0.27026573,0.076813884,-0.03769632,-0.13131543,0.15534663,0.06706863,0.30939168,0.08496273,0.09318929,0.10909151,0.16201402,0.018935492
652,13482.0,421.3125,60.093384,3286.0,0.47224975,0.0022995328,0.01626666,6.0,2.6666667,0.55140185,2049.0,0.0,1773.0,0.0,1716.0,0.0,1671.0,0.0,1742.0,0.0,1540.0,0.0,1452.0,0.0,1539.0,0.0,0.35706714,0.26975366,0.10577417,0.013181457,0.28847426,0.16091615,0.2761412,0.076758765,0.19351283,0.15183537,0.08542066,0.16547683,0.1382664,0.16219862,0.045080557,0.05820873
653,6383.0,199.46875,45.077003,2238.0,0.48695377,0.0048574116,0.030722238,11.0,1.3636364,0.5580448,987.0,0.0,755.0,0.0,864.0,0.0,676.0,0.0,744.0,0.0,771.0,0.0,711.0,0.0,875.0,0.0,-0.07135571,-0.028627375,0.22943012,-0.11827307,0.077007554,-0.15696771,0.1176486,0.11375711,0.19536658,0.1103406,0.18159068,0.13247322,0.07593328,0.05057287,0.12812914,0.12559365
